packagedMedicinalProductPrimaryKey;packagedMedicinalProductFullName;samviewer_url_hyperlink;samviewer_url;prescription_name_fagg_nl;prescription_bcfi_name_nl;LocalPackageID1;localPackageID2;Selected package ID ;pcidLabel;pcId;packageItemType;packageItemTypeLabel;packageItemQuantity;unitsPerPackageItem;manufacturedItemQuanty;manufacturedItemVolumeUnit;packSize;packsizeVolumeUnit;pack_display_value;pack_multiplier;pack_amount;ampp_component_equivalents;packSizeLocal;urlSpcLanguage1;urlSpcLanguage2;packSizeUnit;PackageItemTypeLocalCode;PackageItemTypeLocalLabel;numberOfContainers;unitsPerContainer;manufacturedDoseForm;manufacturedDoseFormLabel;ManufacturedDoseFormLocalLabel;manufacturedDoseFormLocalCode;manufacturedItemUnitOfPresentation;manufacturedItemUnitOfPresentationLabel;manufacturedItemUnitOfPresentationProposedLabel;manufacturedItemUnitOfPresentationProposedCode;manufacturedItemUnitOfPresentationLocalLabel;manufacturedItemUnitOfPresentationLocalCode;manufacturedItemQuantity;manufacturedItemQuantityLocalVolumeUnit;manufacturedItemQuantityVolumeUnit;medicinalProductPrimaryKey;mpIdLabel;mpid;medicnalProductLocalName;MedicinalProductLocalID;fullName;actualTherapeuticMoiety;atcCodes;atcCodeLabel;authorizedPharmaceuticalDoseForm;authorizedPharmaceuticalDoseFormLabel;marketingAuthorizationHolder;marketingAuthorizationHolderLabel;marketingAuthorizationNumber;marketingAuthorizationHolderLocalLabel;marketingAuthorizationHolderLocalCode;country;PhPIDlabel;PhPID;pharmaceuticalProductPrimaryKey;PhpidLevel4Gidwig;administrableDoseForm;administrableDoseFormLabel;Form_BCFI;virtual_form_bcfi;administrableDoseFormProposedCode;administrabledoseformProposedLabel;administrableDoseFormLocalCode;administrableDoseformLocalLabel;pharmaceuticalProductUnitOfPresentation;;pharmaceuticalProductUnitOfPresentationProposedCode;pharmaceuticalProductUnitOfPresentationProposedLabel;routesOfAdministration;routesOfAdministrationLabel;route_of_administration_fagg;virtual_route_of_administration_bcfi;routesOfAdministrationProposedCode;routesOfAdministrationlProposedLabel;routesOfAdministrationLocalCode;routesOfAdministrationLocalLabel;substancePrimaryKey;ingredientRole;substanceCode;substanceName;referenceSubstance;moietyCode;moietyLabel;substances;strengths;moietyModifierLocal;moietyLocal;ModifierLocal;referenceStrengthConcentrationNumeratorValue;referenceStrengthConcentrationNumeratorLabel;referenceStrengthConcentrationNumeratorUnit;referenceStrengthConcentrationDenominatorValue;referenceStrengthConcentrationDenominatorLabel;referenceStrengthConcentrationDenominatorUnit;strength_substances;strength_substances_strengths;virtual_substances;virtual_strength_numerator;virtual_strength_denominator;referenceStrengthPresentationNumeratorValue;referenceStrengthPresentationNumeratorLabel;referenceStrengthPresentationNumeratorUnit;referenceStrengthPresentationDenominatorValue;referenceStrengthPresentationDenominatorLabel;referenceStrengthPresentationDenominatorUnit;strengthPhpidNumeratorValue;strengthPhpidNumeratorLabel;strengthPhpidNumeratorUnit;strengthPhpidDenominatorValue;strengthPhpidDenominatorLabel;strengthPhpidDenominatorUnit;;;StrengthLocalString;strengthNumeratorValue;strenghtNumeratorLabel;strenghtNumeratorUnit;strengthDenominatorValue;strengthDenominatorLabel;strengthDenominatorUnit;strengthConcentrationNumeratorValue;strengthConcentrationNumeratorLabel;strengthConcentrationNumeratorUnit;strengthConcentrationDenominatorValue;strengthConcentrationDenominatorLabel;strengthConcentrationDenominatorUnit;strengthPresentationNumeratorValue;strengthPresentationNumeratorLabel;strengthPresentationNumeratorUnit;strengthPresentationDenominatorValue;strengthPresentationDenominatorUnitLabel;strengthPresentationDenominatorUnit;dddPerPack;dddValue;dddUnit;atcRoa;packSizeNO;vmpGroupISIid;vmpGroupIsLabel;VmpGroupID;VmpGroupLabel;grouperOfSubstanceID;grouperOfSubstanceLabel;PhpidL1ID;PhpidL1Label;vtmID;VtmLabel;intermediateDoseFormCode;intermediateDoseFormLabel;IsiDoseFormCode;IsiDoseFormLabel;;;;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1Phpid;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1PhpidLabel;grouperOfProductsWithTheSameMoietyVtm;grouperOfProductsWithTheSameMoietyVtmlabel;BdfAdfEdqm;BdfAdfLabel;AmeEdqm;AmeLabel;IsiEdqm;IsiLabel;RcEdqm;RcLabel;;ADF_BDF;TRA;ISI;RC;;Pattern;System;;;;;;;;;;;;;;;;;;;;;;;;;;
157735-02;Spidifen oploss. (gran., zakjes) 24 x 200 mg;https://samviewer.digile.be/nl/sam/ampps/157735-02;https://samviewer.digile.be/nl/sam/ampps/157735-02;Spidifen 200 mg opl. (gran.) zakje 24;Spidifen oploss. (gran., zakjes) 24x 200mg;1782499;157735-02;157735-02;BEL ibuprofen arginine Zambon granules for oral solution 24 x 200mg/;BEL ibuprofen arginine Zambon granules for oral solution 24 x 200mg/;;;;;24;;24;;24;;;24.0000 {unit};60;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE157735&leafletType=skp;;;;;1;24;10112000;granules for oral solution;granulaat voor oplossing voor oraal gebruik in zakjes;;15045000;sachet;;;;;24;;;456123;BEL ibuprofen arginine Zambon granules for oral solution 200mg/;;;;Spidifen oploss. (gran., zakjes) 200 mg;;M01AE01;Ibuprofen;10112000;granules for oral solution;135;Zambon;;Zambon;;BEL;ibuprofen arginine granules for oral solution 200mg/;;ibuprofen arginine granules for oral solution 200mg/;NULL;10112000;granules for oral solution;Granules for oral solution;granulaat, granulaat voor drinkbare oplossing;50029170;Granulaat voor oplossing voor oraal gebruik in zakjes;50029170;Granulaat voor oplossing voor oraal gebruik in zakjes;15045000;sachet;;;20053000;oral use;oral use;oral use;;;;;100000092228;PAI;100000092228;ibuprofen arginine;moiety;100000090365;ibuprofen ;Ibuprofen Arginine;370 mg;ibuprofen lysine;ibuprofen ;lysine;;;;;;;Ibuprofen Arginine;200.0000 mg;Ibuprofen;200.0000 mg;1.0000 1;200;mg;;1;sachet;15045000;200;mg;;;;;;;;;;;;;;;;;;;;;;;;;;4;1200;mg;O;24;;ibuprofen  oral 200mg/;;ibuprofen oraal 200 mg;TBD;ibuprofen;TBD;ibuprofen lysine[L1];TBD;ibuprofen[VTM];TBD;oral Solid Dose Form;TBD;oral;ibuprofen  oral 200mg/;;;69BS1JT463;ibuprofen[L1];TBD;ibuprofen[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;;;;;;?;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
441847-04;Brufen siroop susp. 200 ml 200 mg / 5 ml;https://samviewer.digile.be/nl/sam/ampps/441847-04;https://samviewer.digile.be/nl/sam/ampps/441847-04;Brufen 40 mg/ml or. susp. 200 ml;Brufen siroop susp. 200ml 200mg/5ml;4286977;441847-04;441847-04;BEL ibuprofen  Mylan EPD syrup 200mL x 200mg/5mL;BEL ibuprofen  Mylan EPD syrup 200mL x 200mg/5mL;;;;;200;mL;200;mL;200 ml;;;200.0000 mL;30;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE441847&leafletType=skp;;;;;1;NULL;10117000;syrup;siroop, suspensie;;;;;;;;200;;mL;166;BEL ibuprofen  Mylan EPD syrup 200mg/5mL;;;166;Brufen siroop susp. 200 mg / 5 ml;;M01AE01;Ibuprofen;10117000;syrup;1419;Mylan EPD;;Mylan EPD;1419;BEL;ibuprofen  syrup 200mg/5mL;;ibuprofen  syrup 200mg/5mL;0x11890b19b82b62dd0b8ad0de00e4026d;10117000;syrup;oral suspension;suspensie voor oraal gebruik;10106000;Siroop/Suspensie voor oraal gebruik;;Siroop/Suspensie voor oraal gebruik;;;;;20053000;oral use;oral use;oral use;;;;;100000090365;PAI;100000090365;ibuprofen ;moiety;100000090365;ibuprofen ;Ibuprofen;200 mg;ibuprofen lysine;ibuprofen ;lysine;200;mg;;5;mL;;; ;Ibuprofen;200.0000 mg;5.0000 mL;;;;;;;200;mg;;5;mL;;;;;;;;;;;;;;5;mL;;;;;;;;6,66666666666667;1200;mg;O;200;;ibuprofen  oral 200mg/5mL;;ibuprofen oraal 200 mg / 5 ml;TBD;ibuprofen;TBD;ibuprofen lysine[L1];TBD;ibuprofen[VTM];TBD;oral Solid Dose Form;TBD;oral;ibuprofen  oral 200mg/5mL;;;69BS1JT463;ibuprofen[L1];TBD;ibuprofen[VTM];83;solution;19;swallowing;31;oral;47;conventional;;85;19;31;47;;B;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
409726-01;Ibuprofen EG siroop susp. 100 ml 200 mg / 5 ml;https://samviewer.digile.be/nl/sam/ampps/409726-01;https://samviewer.digile.be/nl/sam/ampps/409726-01;Ibuprofen EG 40 mg/ml or. susp. 100 ml;Ibuprofen EG siroop susp. 100ml 200mg/5ml;2883031;409726-01;409726-01;BEL ibuprofen  EG syrup 100mL x 200mg/5mL;BEL ibuprofen  EG syrup 100mL x 200mg/5mL;;;;;100;mL;100;mL;100 ml;;;100.0000 mL;60;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE409726&leafletType=skp;;;;;1;NULL;10117000;syrup;siroop, suspensie;;;;;;;;100;;mL;167;BEL ibuprofen  EG syrup 200mg/5mL;;;167;Ibuprofen EG siroop susp. 200 mg / 5 ml;;M01AE01;Ibuprofen;10117000;syrup;1420;EG;;EG;1420;BEL;ibuprofen  syrup 200mg/5mL;;ibuprofen  syrup 200mg/5mL;0x11890b19b82b62dd0b8ad0de00e4026d;10117000;syrup;oral suspension;suspensie voor oraal gebruik;10106000;Siroop/Suspensie voor oraal gebruik;;Siroop/Suspensie voor oraal gebruik;;;;;20053000;oral use;oral use;oral use;;;;;100000090365;PAI;100000090365;ibuprofen ;moiety;100000090365;ibuprofen ;Ibuprofen;40.0000 mg;ibuprofen lysine;ibuprofen ;lysine;200;mg;;5;mL;;; ;Ibuprofen;200.0000 mg;5.0000 mL;;;;;;;200;mg;;5;mL;;;;;;;;;;;;;;5;mL;;;;;;;;3,33333333333333;1200;mg;O;100;;ibuprofen  oral 200mg/5mL;;ibuprofen oraal 200 mg / 5 ml;TBD;ibuprofen;TBD;ibuprofen lysine[L1];TBD;ibuprofen[VTM];TBD;oral Liquid Dose Form;TBD;oral;ibuprofen  oral 200mg/5mL;;;69BS1JT463;ibuprofen[L1];TBD;ibuprofen[VTM];83;solution;19;swallowing;31;oral;47;conventional;;85;19;31;47;;B;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
378822-04;Nurofen 4 % siroop susp. (zonder suiker) Kinderen 150 ml 200 mg / 5 ml;https://samviewer.digile.be/nl/sam/ampps/378822-04;https://samviewer.digile.be/nl/sam/ampps/378822-04;Nurofen voor Kinderen Suikervrij 4 % or. susp. 150 ml;Nurofen 4 % siroop susp. (zonder suiker) Kinderen 150ml 200mg/5ml;2964062;378822-04;378822-04;BEL ibuprofen  Reckitt Benckiser syrup 150mL x 200mg/5mL;BEL ibuprofen  Reckitt Benckiser syrup 150mL x 200mg/5mL;;;;;150;mL;150;mL;150 ml;;;150.0000 mL;30;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE378822&leafletType=skp;;;;;1;NULL;10117000;syrup;siroop, suspensie;;;;;;;;150;;mL;168;BEL ibuprofen  Reckitt Benckiser syrup 200mg/5mL;;;168;Nurofen 4 % siroop susp. (zonder suiker) Kinderen 200 mg / 5 ml;;M01AE01;Ibuprofen;10117000;syrup;1421;Reckitt Benckiser;;Reckitt Benckiser;1421;BEL;ibuprofen  syrup 200mg/5mL;;ibuprofen  syrup 200mg/5mL;0x11890b19b82b62dd0b8ad0de00e4026d;10117000;syrup;oral suspension;suspensie voor oraal gebruik;10106000;Siroop/Suspensie voor oraal gebruik;;Siroop/Suspensie voor oraal gebruik;;;;;20053000;oral use;oral use;oral use;;;;;100000090365;PAI;100000090365;ibuprofen ;moiety;100000090365;ibuprofen ;Ibuprofen;200.0000 mg;ibuprofen lysine;ibuprofen ;lysine;200;mg;;5;mL;;; ;Ibuprofen;200.0000 mg;5.0000 mL;;;;;;;200;mg;;5;mL;;;;;;;;;;;;;;5;mL;;;;;;;;5;1200;mg;O;150;;ibuprofen  oral 200mg/5mL;;ibuprofen oraal 200 mg / 5 ml;TBD;ibuprofen;TBD;ibuprofen lysine[L1];TBD;ibuprofen[VTM];TBD;oral Liquid Dose Form;TBD;oral;ibuprofen  oral 200mg/5mL;;;69BS1JT463;ibuprofen[L1];TBD;ibuprofen[VTM];83;solution;19;swallowing;31;oral;47;conventional;;85;19;31;47;;B;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
378831-04;Nurofen 4 % siroop susp. (zonder suiker) Rood Kinderen 150 ml 200 mg / 5 ml;https://samviewer.digile.be/nl/sam/ampps/378831-04;https://samviewer.digile.be/nl/sam/ampps/378831-04;Nurofen voor Kinderen Suikervrij Rood 4 % or. susp. 150 ml;Nurofen 4 % siroop susp. (zonder suiker) Rood Kinderen 150ml 200mg/5ml;2922607;378831-04;378831-04;BEL ibuprofen  Reckitt Benckiser syrup 150mL x 200mg/5mL;BEL ibuprofen  Reckitt Benckiser syrup 150mL x 200mg/5mL;;;;;150;mL;150;mL;150 ml;;;150.0000 mL;50;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE378831&leafletType=skp;;;;;1;NULL;10117000;syrup;siroop, suspensie;;;;;;;;150;;mL;169;BEL ibuprofen  Reckitt Benckiser syrup 200mg/5mL;;;169;Nurofen 4 % siroop susp. (zonder suiker) Rood Kinderen 200 mg / 5 ml;;M01AE01;Ibuprofen;10117000;syrup;1422;Reckitt Benckiser;;Reckitt Benckiser;1422;BEL;ibuprofen  syrup 200mg/5mL;;ibuprofen  syrup 200mg/5mL;0x11890b19b82b62dd0b8ad0de00e4026d;10117000;syrup;oral suspension;suspensie voor oraal gebruik;10106000;Siroop/Suspensie voor oraal gebruik;;Siroop/Suspensie voor oraal gebruik;;;;;20053000;oral use;oral use;oral use;;;;;100000090365;PAI;100000090365;ibuprofen ;moiety;100000090365;ibuprofen ;Ibuprofen;200.0000 mg;ibuprofen lysine;ibuprofen ;lysine;200;mg;;5;mL;;; ;Ibuprofen;200.0000 mg;5.0000 mL;;;;;;;200;mg;;5;mL;;;;;;;;;;;;;;5;mL;;;;;;;;5;1200;mg;O;150;;ibuprofen  oral 200mg/5mL;;ibuprofen oraal 200 mg / 5 ml;TBD;ibuprofen;TBD;ibuprofen lysine[L1];TBD;ibuprofen[VTM];TBD;oral Liquid Dose Form;TBD;oral;ibuprofen  oral 200mg/5mL;;;69BS1JT463;ibuprofen[L1];TBD;ibuprofen[VTM];83;solution;19;swallowing;31;oral;47;conventional;;85;19;31;47;;B;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
104876-01;Brufen filmomh. tabl. 100 x 400 mg;https://samviewer.digile.be/nl/sam/ampps/104876-01;https://samviewer.digile.be/nl/sam/ampps/104876-01;Brufen 400 mg filmomh. tabl. 100;Brufen filmomh. tabl. 100x 400mg;104596;104876-01;104876-01;BEL ibuprofen  Mylan EPD film-coated tablet 100 x 400mg/;BEL ibuprofen  Mylan EPD film-coated tablet 100 x 400mg/;;;;;100;;100;;100;;;100.0000 {unit};30;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE104876&leafletType=skp;;;;;1;100;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;100;;;183;BEL ibuprofen  Mylan EPD film-coated tablet 400mg/;;;183;Brufen filmomh. tabl. 400 mg;;M01AE01;Ibuprofen;10221000;film-coated tablet;1431;Mylan EPD;;Mylan EPD;1431;BEL;ibuprofen  film-coated tablet 400mg/;;ibuprofen  film-coated tablet 400mg/;0x9d7f7aafb17e0038c5597470dc8691dc;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000090365;PAI;100000090365;ibuprofen ;moiety;100000090365;ibuprofen ;Ibuprofen;400.0000 mg;ibuprofen lysine;ibuprofen ;lysine;;;;;;;; ;Ibuprofen;400.0000 mg;1.0000 1;400;mg;;1;tablet;15054000;400;mg;;;;;;;;;;;;;;;;;;;;;;;;;;33,3333333333333;1200;mg;O;100;;ibuprofen  oral 400mg/;;ibuprofen oraal 400 mg;TBD;ibuprofen;TBD;ibuprofen lysine[L1];TBD;ibuprofen[VTM];TBD;oral Liquid Dose Form;TBD;oral;ibuprofen  oral 400mg/;;;69BS1JT463;ibuprofen[L1];TBD;ibuprofen[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
467093-03;Brufen filmomh. tabl. 20 x 400 mg;https://samviewer.digile.be/nl/sam/ampps/467093-03;https://samviewer.digile.be/nl/sam/ampps/467093-03;Brufen 400 mg filmomh. tabl. 20;Brufen filmomh. tabl. 20x 400mg;3491875;467093-03;467093-03;BEL ibuprofen  Mylan EPD film-coated tablet 20 x 400mg/;BEL ibuprofen  Mylan EPD film-coated tablet 20 x 400mg/;;;;;20;;20;;20;;;20.0000 {unit};50;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE467093&leafletType=skp;;;;;1;20;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;20;;;183;BEL ibuprofen  Mylan EPD film-coated tablet 400mg/;;;183;Brufen filmomh. tabl. 400 mg;;M01AE01;Ibuprofen;10221000;film-coated tablet;1431;Mylan EPD;;Mylan EPD;1431;BEL;ibuprofen  film-coated tablet 400mg/;;ibuprofen  film-coated tablet 400mg/;0x9d7f7aafb17e0038c5597470dc8691dc;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000090365;PAI;100000090365;ibuprofen ;moiety;100000090365;ibuprofen ;Ibuprofen;400.0000 mg;ibuprofen lysine;ibuprofen ;lysine;;;;;;;; ;Ibuprofen;400.0000 mg;1.0000 1;400;mg;;1;tablet;15054000;400;mg;;;;;;;;;;;;;;;;;;;;;;;;;;6,66666666666667;1200;mg;O;20;;ibuprofen  oral 400mg/;;ibuprofen oraal 400 mg;TBD;ibuprofen;TBD;ibuprofen lysine[L1];TBD;ibuprofen[VTM];TBD;oral Solid Dose Form;TBD;oral;ibuprofen  oral 400mg/;;;69BS1JT463;ibuprofen[L1];TBD;ibuprofen[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
467093-01;Brufen filmomh. tabl. 30 x 400 mg;https://samviewer.digile.be/nl/sam/ampps/467093-01;https://samviewer.digile.be/nl/sam/ampps/467093-01;Brufen 400 mg filmomh. tabl. 30;Brufen filmomh. tabl. 30x 400mg;3607462;467093-01;467093-01;BEL ibuprofen  Mylan EPD film-coated tablet 30 x 400mg/;BEL ibuprofen  Mylan EPD film-coated tablet 30 x 400mg/;;;;;30;;30;;30;;;30.0000 {unit};100;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE467093&leafletType=skp;;;;;1;30;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;30;;;183;BEL ibuprofen  Mylan EPD film-coated tablet 400mg/;;;183;Brufen filmomh. tabl. 400 mg;;M01AE01;Ibuprofen;10221000;film-coated tablet;1431;Mylan EPD;;Mylan EPD;1431;BEL;ibuprofen  film-coated tablet 400mg/;;ibuprofen  film-coated tablet 400mg/;0x9d7f7aafb17e0038c5597470dc8691dc;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000090365;PAI;100000090365;ibuprofen ;moiety;100000090365;ibuprofen ;Ibuprofen;400.0000 mg;ibuprofen lysine;ibuprofen ;lysine;;;;;;;; ;Ibuprofen;400.0000 mg;1.0000 1;400;mg;;1;tablet;15054000;400;mg;;;;;;;;;;;;;;;;;;;;;;;;;;10;1200;mg;O;30;;ibuprofen  oral 400mg/;;ibuprofen oraal 400 mg;TBD;ibuprofen;TBD;ibuprofen lysine[L1];TBD;ibuprofen[VTM];TBD;oral Solid Dose Form;TBD;oral;ibuprofen  oral 400mg/;;;69BS1JT463;ibuprofen[L1];TBD;ibuprofen[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
135581-02;Ibuprofen EG omh. tabl. (deelb.) 100 x 400 mg;https://samviewer.digile.be/nl/sam/ampps/135581-02;https://samviewer.digile.be/nl/sam/ampps/135581-02;Ibuprofen EG 400 mg omh. tabl. 100;Ibuprofen EG omh. tabl. (deelb.) 100x 400mg;92502;135581-02;135581-02;BEL ibuprofen  EG coated tablet 100 x 400mg/;BEL ibuprofen  EG coated tablet 100 x 400mg/;;;;;100;;100;;100;;;100.0000 {unit};30;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE135581&leafletType=skp;;;;;1;100;10220000;coated tablet;omhulde tablet;;15054000;tablet;;;;;100;;;184;BEL ibuprofen  EG coated tablet 400mg/;;;184;Ibuprofen EG omh. tabl. (deelb.) 400 mg;;M01AE01;Ibuprofen;10220000;coated tablet;1432;EG;;EG;1432;BEL;ibuprofen  coated tablet 400mg/;;ibuprofen  coated tablet 400mg/;0x9d7f7aafb17e0038c5597470dc8691dc;10220000;coated tablet;coated tablet;tablet;10220000;Omhulde tablet;10220000;Omhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000090365;PAI;100000090365;ibuprofen ;moiety;100000090365;ibuprofen ;Ibuprofen;400.0000 mg;ibuprofen lysine;ibuprofen ;;;;;;;;; ;Ibuprofen;400.0000 mg;1.0000 1;400;mg;;1;tablet;15054000;400;mg;;;;;;;;;;;;;;;;;;;;;;;;;;33,3333333333333;1200;mg;O;100;;ibuprofen  oral 400mg/;;ibuprofen oraal 400 mg;TBD;ibuprofen;TBD;ibuprofen lysine[L1];TBD;ibuprofen[VTM];TBD;oral Solid Dose Form;TBD;oral;ibuprofen  oral 400mg/;;;69BS1JT463;ibuprofen[L1];TBD;ibuprofen[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
135581-01;Ibuprofen EG omh. tabl. (deelb.) 30 x 400 mg;https://samviewer.digile.be/nl/sam/ampps/135581-01;https://samviewer.digile.be/nl/sam/ampps/135581-01;Ibuprofen EG 400 mg omh. tabl. 30;Ibuprofen EG omh. tabl. (deelb.) 30x 400mg;1132885;135581-01;135581-01;BEL ibuprofen  EG coated tablet 30 x 400mg/;BEL ibuprofen  EG coated tablet 30 x 400mg/;;;;;30;;30;;30;;;30.0000 {unit};60;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE135581&leafletType=skp;;;;;1;30;10220000;coated tablet;omhulde tablet;;15054000;tablet;;;;;30;;;184;BEL ibuprofen  EG coated tablet 400mg/;;;184;Ibuprofen EG omh. tabl. (deelb.) 400 mg;;M01AE01;Ibuprofen;10220000;coated tablet;1432;EG;;EG;1432;BEL;ibuprofen  coated tablet 400mg/;;ibuprofen  coated tablet 400mg/;0x9d7f7aafb17e0038c5597470dc8691dc;10220000;coated tablet;coated tablet;tablet;10220000;Omhulde tablet;10220000;Omhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000090365;PAI;100000090365;ibuprofen ;moiety;100000090365;ibuprofen ;Ibuprofen;400.0000 mg;ibuprofen lysine;ibuprofen ;;;;;;;;; ;Ibuprofen;400.0000 mg;1.0000 1;400;mg;;1;tablet;15054000;400;mg;;;;;;;;;;;;;;;;;;;;;;;;;;10;1200;mg;O;30;;ibuprofen  oral 400mg/;;ibuprofen oraal 400 mg;TBD;ibuprofen;TBD;ibuprofen lysine[L1];TBD;ibuprofen[VTM];TBD;oral Solid Dose Form;TBD;oral;ibuprofen  oral 400mg/;;;69BS1JT463;ibuprofen[L1];TBD;ibuprofen[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
428364-04;Ibuprofen Sandoz filmomh. tabl. (deelb.) 100 x 400 mg;https://samviewer.digile.be/nl/sam/ampps/428364-04;https://samviewer.digile.be/nl/sam/ampps/428364-04;Ibuprofen Sandoz 400 mg filmomh. tabl. 100;Ibuprofen Sandoz filmomh. tabl. (deelb.) 100x 400mg;2568228;428364-04;428364-04;BEL ibuprofen  Sandoz film-coated tablet 100 x 400mg/;BEL ibuprofen  Sandoz film-coated tablet 100 x 400mg/;;;;;100;;100;;100;;;100.0000 {unit};4;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE428364&leafletType=skp;;;;;1;100;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;100;;;185;BEL ibuprofen  Sandoz film-coated tablet 400mg/;;;185;Ibuprofen Sandoz filmomh. tabl. (deelb.) 400 mg;;M01AE01;Ibuprofen;10221000;film-coated tablet;1433;Sandoz;;Sandoz;1433;BEL;ibuprofen  film-coated tablet 400mg/;;ibuprofen  film-coated tablet 400mg/;0x9d7f7aafb17e0038c5597470dc8691dc;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000090365;PAI;100000090365;ibuprofen ;moiety;100000090365;ibuprofen ;Ibuprofen;400.0000 mg;ibuprofen lysine;ibuprofen ;;;;;;;;; ;Ibuprofen;400.0000 mg;1.0000 1;400;mg;;1;tablet;15054000;400;mg;;;;;;;;;;;;;;;;;;;;;;;;;;33,3333333333333;1200;mg;O;100;;ibuprofen  oral 400mg/;;ibuprofen oraal 400 mg;TBD;ibuprofen;TBD;ibuprofen lysine[L1];TBD;ibuprofen[VTM];TBD;oral Solid Dose Form;TBD;oral;ibuprofen  oral 400mg/;;;69BS1JT463;ibuprofen[L1];TBD;ibuprofen[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys;;;;;;;;;;;;;;;;;;;;;;;;;;
