packagedMedicinalProductPrimaryKey;packagedMedicinalProductFullName;samviewer_url_hyperlink;samviewer_url;prescription_name_fagg_nl;prescription_bcfi_name_nl;LocalPackageID1;localPackageID2;Selected package ID ;pcidLabel;pcId;packageItemType;packageItemTypeLabel;packageItemQuantity;unitsPerPackageItem;manufacturedItemQuanty;manufacturedItemVolumeUnit;packSize;packsizeVolumeUnit;pack_display_value;pack_multiplier;pack_amount;ampp_component_equivalents;packSizeLocal;urlSpcLanguage1;urlSpcLanguage2;packSizeUnit;PackageItemTypeLocalCode;PackageItemTypeLocalLabel;numberOfContainers;unitsPerContainer;manufacturedDoseForm;manufacturedDoseFormLabel;ManufacturedDoseFormLocalLabel;manufacturedDoseFormLocalCode;manufacturedItemUnitOfPresentation;manufacturedItemUnitOfPresentationLabel;manufacturedItemUnitOfPresentationProposedLabel;manufacturedItemUnitOfPresentationProposedCode;manufacturedItemUnitOfPresentationLocalLabel;manufacturedItemUnitOfPresentationLocalCode;manufacturedItemQuantity;manufacturedItemQuantityLocalVolumeUnit;manufacturedItemQuantityVolumeUnit;medicinalProductPrimaryKey;mpIdLabel;mpid;medicnalProductLocalName;MedicinalProductLocalID;fullName;actualTherapeuticMoiety;atcCodes;atcCodeLabel;authorizedPharmaceuticalDoseForm;authorizedPharmaceuticalDoseFormLabel;marketingAuthorizationHolder;marketingAuthorizationHolderLabel;marketingAuthorizationNumber;marketingAuthorizationHolderLocalLabel;marketingAuthorizationHolderLocalCode;country;PhPIDlabel;PhPID;pharmaceuticalProductPrimaryKey;PhpidLevel4Gidwig;administrableDoseForm;administrableDoseFormLabel;Form_BCFI;virtual_form_bcfi;administrableDoseFormProposedCode;administrabledoseformProposedLabel;administrableDoseFormLocalCode;administrableDoseformLocalLabel;pharmaceuticalProductUnitOfPresentation;;pharmaceuticalProductUnitOfPresentationProposedCode;pharmaceuticalProductUnitOfPresentationProposedLabel;routesOfAdministration;routesOfAdministrationLabel;route_of_administration_fagg;virtual_route_of_administration_bcfi;routesOfAdministrationProposedCode;routesOfAdministrationlProposedLabel;routesOfAdministrationLocalCode;routesOfAdministrationLocalLabel;substancePrimaryKey;ingredientRole;substanceCode;substanceName;referenceSubstance;moietyCode;moietyLabel;substances;strengths;moietyModifierLocal;moietyLocal;ModifierLocal;referenceStrengthConcentrationNumeratorValue;referenceStrengthConcentrationNumeratorLabel;referenceStrengthConcentrationNumeratorUnit;referenceStrengthConcentrationDenominatorValue;referenceStrengthConcentrationDenominatorLabel;referenceStrengthConcentrationDenominatorUnit;strength_substances;strength_substances_strengths;virtual_substances;virtual_strength_numerator;virtual_strength_denominator;referenceStrengthPresentationNumeratorValue;referenceStrengthPresentationNumeratorLabel;referenceStrengthPresentationNumeratorUnit;referenceStrengthPresentationDenominatorValue;referenceStrengthPresentationDenominatorLabel;referenceStrengthPresentationDenominatorUnit;strengthPhpidNumeratorValue;strengthPhpidNumeratorLabel;strengthPhpidNumeratorUnit;strengthPhpidDenominatorValue;strengthPhpidDenominatorLabel;strengthPhpidDenominatorUnit;;;StrengthLocalString;strengthNumeratorValue;strenghtNumeratorLabel;strenghtNumeratorUnit;strengthDenominatorValue;strengthDenominatorLabel;strengthDenominatorUnit;strengthConcentrationNumeratorValue;strengthConcentrationNumeratorLabel;strengthConcentrationNumeratorUnit;strengthConcentrationDenominatorValue;strengthConcentrationDenominatorLabel;strengthConcentrationDenominatorUnit;strengthPresentationNumeratorValue;strengthPresentationNumeratorLabel;strengthPresentationNumeratorUnit;strengthPresentationDenominatorValue;strengthPresentationDenominatorUnitLabel;strengthPresentationDenominatorUnit;dddPerPack;dddValue;dddUnit;atcRoa;packSizeNO;vmpGroupISIid;vmpGroupIsLabel;VmpGroupID;VmpGroupLabel;grouperOfSubstanceID;grouperOfSubstanceLabel;PhpidL1ID;PhpidL1Label;vtmID;VtmLabel;intermediateDoseFormCode;intermediateDoseFormLabel;IsiDoseFormCode;IsiDoseFormLabel;;;;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1Phpid;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1PhpidLabel;grouperOfProductsWithTheSameMoietyVtm;grouperOfProductsWithTheSameMoietyVtmlabel;BdfAdfEdqm;BdfAdfLabel;AmeEdqm;AmeLabel;IsiEdqm;IsiLabel;RcEdqm;RcLabel;;ADF_BDF;TRA;ISI;RC;;Pattern;System
3771;SIMVATIN F.C.TAB 40MG/TAB BTx10(BLIST1x10);;;;;7095;264230203;264230203;GRC Simvastatin BIOSPRAY ABEE film-coated tablet 10 x 40mg/;GRC Simvastatin BIOSPRAY ABEE film-coated tablet 10 x 40mg/;;;;;10;;10;;;;;;;;;30;;BTx30 (BLIST 3x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;10;;;56565776;GRC Simvastatin BIOSPRAY ABEE film-coated tablet 40mg/;;;;SIMVATIN F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;BIOSPRAY ABEE;;INNOVIS PHARMA ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ ΦΑΡΜΑΚΕΥΤΙΚΩΝ ΙΑΤΡΙΚΩΝ ΚΑΙ ΚΑΛΛΥΝΤΙΚΩΝ ΠΡΟΪΟΝΤΩΝ Δ.Τ. INNOVIS PHARMA A.E.B.E;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
3772;SIMVATIN F.C.TAB 40MG/TAB BTx30 (BLIST 3x10);;;;;7106;245400203;245400203;GRC Simvastatin D.A.S.T. BIOTECH PHARM ΕΠΕ film-coated tablet 30 x 40mg/;GRC Simvastatin D.A.S.T. BIOTECH PHARM ΕΠΕ film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;30;;BTx 30 (BLIST 2x15);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565777;GRC Simvastatin D.A.S.T. BIOTECH PHARM ΕΠΕ film-coated tablet 40mg/;;;;SIMVATIN F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;D.A.S.T. BIOTECH PHARM ΕΠΕ;;GENEPHARM AE;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
3773;SIMVATIN F.C.TAB 40MG/TAB BTx60(BLIST6x10);;;;;3864;251310302;251310302;GRC Simvastatin BIOSPRAY ABEE film-coated tablet 60 x 40mg/;GRC Simvastatin BIOSPRAY ABEE film-coated tablet 60 x 40mg/;;;;;60;;60;;;;;;;;;30;;BTx30 (BLIST 3x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;60;;;56565778;GRC Simvastatin BIOSPRAY ABEE film-coated tablet 40mg/;;;;SIMVATIN F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;BIOSPRAY ABEE;;ΚΛΕΒΑ ΑΦΒΕΕ;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
3775;SIVINAR F.C.TAB 20MG/TAB BTX30(BLIST3X10);;;;;3865;251310303;251310303;GRC Simvastatin ΑΝΦΑΡΜ ΕΛΛΑΣ Α.Ε. film-coated tablet 30 x 20mg/;GRC Simvastatin ΑΝΦΑΡΜ ΕΛΛΑΣ Α.Ε. film-coated tablet 30 x 20mg/;;;;;30;;30;;;;;;;;;60;;BTx 60 TABS;;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565779;GRC Simvastatin ΑΝΦΑΡΜ ΕΛΛΑΣ Α.Ε. film-coated tablet 20mg/;;;;SIVINAR F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;ΑΝΦΑΡΜ ΕΛΛΑΣ Α.Ε.;;ΚΛΕΒΑ ΑΦΒΕΕ;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;;1;tablet;15054000;20;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
3776;SIVINAR F.C.TAB 40MG/TAB BTX30(BLIST3X10);;;;;3866;251310402;251310402;GRC Simvastatin ΑΝΦΑΡΜ ΕΛΛΑΣ Α.Ε. film-coated tablet 30 x 40mg/;GRC Simvastatin ΑΝΦΑΡΜ ΕΛΛΑΣ Α.Ε. film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;30;;BTx30 (BLIST 3x10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565780;GRC Simvastatin ΑΝΦΑΡΜ ΕΛΛΑΣ Α.Ε. film-coated tablet 40mg/;;;;SIVINAR F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;ΑΝΦΑΡΜ ΕΛΛΑΣ Α.Ε.;;ΚΛΕΒΑ ΑΦΒΕΕ;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
3777;REDUSTEROL F.C.TAB 20MG/TAB BTX30(3 BLIST X10);;;;;3867;251310404;251310404;GRC Simvastatin ΦΟΙΝΙΞΦΑΡΜ ΕΠΕ film-coated tablet 30 x 20mg/;GRC Simvastatin ΦΟΙΝΙΞΦΑΡΜ ΕΠΕ film-coated tablet 30 x 20mg/;;;;;30;;30;;;;;;;;;60;;BTx 60 TABS;;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565781;GRC Simvastatin ΦΟΙΝΙΞΦΑΡΜ ΕΠΕ film-coated tablet 20mg/;;;;REDUSTEROL F.C.TAB 20MG/TAB;;C10AA01;Simvastatin;10221000;film-coated tablet;;ΦΟΙΝΙΞΦΑΡΜ ΕΠΕ;;ΚΛΕΒΑ ΑΦΒΕΕ;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;;1;tablet;15054000;20;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
3778;REDUSTEROL F.C.TAB 40MG/TAB BTX30(3BLIST X10);;;;;3820;250760203;250760203;GRC Simvastatin ΦΟΙΝΙΞΦΑΡΜ ΕΠΕ film-coated tablet 30 x 40mg/;GRC Simvastatin ΦΟΙΝΙΞΦΑΡΜ ΕΠΕ film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;28;;BTX28 (BLIST 2X14);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565782;GRC Simvastatin ΦΟΙΝΙΞΦΑΡΜ ΕΠΕ film-coated tablet 40mg/;;;;REDUSTEROL F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;ΦΟΙΝΙΞΦΑΡΜ ΕΠΕ;;ΜΙΝΕΡΒΑ ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε.;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
7095;LIPEXAL F.C.TAB 40MG/TAB BTx30 (BLIST 3x10);;;;;3821;250760303;250760303;GRC Simvastatin INNOVIS PHARMA A.E.B.E film-coated tablet 30 x 40mg/;GRC Simvastatin INNOVIS PHARMA A.E.B.E film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;28;;BTX28(BLIST 2X14);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565783;GRC Simvastatin INNOVIS PHARMA A.E.B.E film-coated tablet 40mg/;;;;LIPEXAL F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;INNOVIS PHARMA A.E.B.E;;ΜΙΝΕΡΒΑ ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε.;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
7106;LIPOREX F.C.TAB 20MG/TAB BTx 30 (BLIST 2x15);;;;;3827;250890103;250890103;GRC Simvastatin GENEPHARM AE film-coated tablet 30 x 20mg/;GRC Simvastatin GENEPHARM AE film-coated tablet 30 x 20mg/;;;;;30;;30;;;;;;;;;30;;BTX30(BLIST 3X10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565784;GRC Simvastatin GENEPHARM AE film-coated tablet 20mg/;;;;LIPOREX F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;GENEPHARM AE;;S.J.A. PHARM ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΩΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ Δ.Τ. S.J.A. PHARM ΕΠΕ;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;;1;tablet;15054000;20;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
3864;SIMVACOR F.C.TAB 20MG/TAB BTx30 (BLIST 3x10);;;;;3828;250890202;250890202;GRC Simvastatin ΚΛΕΒΑ ΑΦΒΕΕ film-coated tablet 30 x 20mg/;GRC Simvastatin ΚΛΕΒΑ ΑΦΒΕΕ film-coated tablet 30 x 20mg/;;;;;30;;30;;;;;;;;;20;;BTX20;;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565785;GRC Simvastatin ΚΛΕΒΑ ΑΦΒΕΕ film-coated tablet 20mg/;;;;SIMVACOR F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;ΚΛΕΒΑ ΑΦΒΕΕ;;S,J,A, PHARM ΕΠΕ;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;;1;tablet;15054000;20;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
3866;SIMVACOR F.C.TAB 40MG/TAB BTx30 (BLIST 3x10);;;;;3829;250890203;250890203;GRC Simvastatin ΚΛΕΒΑ ΑΦΒΕΕ film-coated tablet 30 x 40mg/;GRC Simvastatin ΚΛΕΒΑ ΑΦΒΕΕ film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;30;;BTX30(BLIST 3X10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565786;GRC Simvastatin ΚΛΕΒΑ ΑΦΒΕΕ film-coated tablet 40mg/;;;;SIMVACOR F.C.TAB 40MG/TAB;;C10AA01;Simvastatin;10221000;film-coated tablet;;ΚΛΕΒΑ ΑΦΒΕΕ;;S.J.A. PHARM ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΩΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ Δ.Τ. S.J.A. PHARM ΕΠΕ;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
3820;PRAVOSTIN F.C.TAB 20MG/TAB BTX28 (BLIST 2X14);;;;;6858;257600102;257600102;GRC Simvastatin ΜΙΝΕΡΒΑ ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε. film-coated tablet 28 x 20mg/;GRC Simvastatin ΜΙΝΕΡΒΑ ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε. film-coated tablet 28 x 20mg/;;;;;28;;28;;;;;;;;;30;;BTx30;;;10221000;film-coated tablet;TAB;ΔΙΣΚΙΑ ;15054000;tablet;;;;;28;;;56565787;GRC Simvastatin ΜΙΝΕΡΒΑ ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε. film-coated tablet 20mg/;;;;PRAVOSTIN F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;ΜΙΝΕΡΒΑ ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε.;;NEXUS MEDICALS AE;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;;1;tablet;15054000;20;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
3821;PRAVOSTIN F.C.TAB 40MG/TAB BTX28(BLIST 2X14);;;;;2166;209400402;209400402;GRC Simvastatin ΜΙΝΕΡΒΑ ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε. film-coated tablet 28 x 40mg/;GRC Simvastatin ΜΙΝΕΡΒΑ ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε. film-coated tablet 28 x 40mg/;;;;;28;;28;;;;;;;;;30;;BTX30(BLIST3X10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;28;;;56565788;GRC Simvastatin ΜΙΝΕΡΒΑ ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε. film-coated tablet 40mg/;;;;PRAVOSTIN F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;ΜΙΝΕΡΒΑ ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε.;;BROS Ε.Π.Ε.;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
3827;EXTRASTATIN F.C.TAB 20MG/TAB BTX30(BLIST 3X10);;;;;3426;245120301;245120301;GRC Simvastatin S.J.A. PHARM ΕΠΕ film-coated tablet 30 x 20mg/;GRC Simvastatin S.J.A. PHARM ΕΠΕ film-coated tablet 30 x 20mg/;;;;;30;;30;;;;;;;;;10;;BTX10(BLIST1X10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565789;GRC Simvastatin S.J.A. PHARM ΕΠΕ film-coated tablet 20mg/;;;;EXTRASTATIN F.C.TAB 20MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;S.J.A. PHARM ΕΠΕ;;RAFARM A,E,B,E,;;GRC;Simvastatin film-coated tablet 20mg/;;Simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;20;mg;;1;tablet;15054000;20;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 20mg/;;;;;;;;;;;;oral;simvastatine oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
3829;EXTRASTATIN F.C.TAB 40MG/TAB BTX30(BLIST 3X10);;;;;3427;245120303;245120303;GRC Simvastatin S.J.A. PHARM ΕΠΕ film-coated tablet 30 x 40mg/;GRC Simvastatin S.J.A. PHARM ΕΠΕ film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;30;;BTX30(BLIST 3X10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565790;GRC Simvastatin S.J.A. PHARM ΕΠΕ film-coated tablet 40mg/;;;;EXTRASTATIN F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;S.J.A. PHARM ΕΠΕ;;RAFARM A.E.B.E.;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;20MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
2166;SOTOVASTIN F.C.TAB 40MG/TAB BTX30(BLIST3X10);;;;;3428;245120402;245120402;GRC Simvastatin BROS Ε.Π.Ε. film-coated tablet 30 x 40mg/;GRC Simvastatin BROS Ε.Π.Ε. film-coated tablet 30 x 40mg/;;;;;30;;30;;;;;;;;;30;;BTX30(BLIST3X10);;;10221000;film-coated tablet;F.C.TAB;ΔΙΣΚΙΑ ΕΠΙΚΑΛ;15054000;tablet;;;;;30;;;56565791;GRC Simvastatin BROS Ε.Π.Ε. film-coated tablet 40mg/;;;;SOTOVASTIN F.C.TAB 40MG/TAB ;;C10AA01;Simvastatin;10221000;film-coated tablet;;BROS Ε.Π.Ε.;;RAFARM A.E.B.E.;;GRC;Simvastatin film-coated tablet 40mg/;;Simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;F.C.TAB;;;15054000;tablet;;;20053000;oral use;;;;;;;100000091786;PAI;100000091786;Simvastatin;;100000091786;simvastatine;;;79902639;;;;;;;;;;;;;;40;mg;;1;tablet;15054000;40;mg;;;;;;;40MG/TAB;;;;;;;;;;;;;;;;;;;;;;;;;simvastatine oral 40mg/;;;;;;;;;;;;oral;simvastatine oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
