packagedMedicinalProductPrimaryKey;packagedMedicinalProductFullName;samviewer_url_hyperlink;samviewer_url;prescription_name_fagg_nl;prescription_bcfi_name_nl;LocalPackageID1;localPackageID2;Selected package ID ;pcidLabel;pcId;packageItemType;packageItemTypeLabel;packageItemQuantity;unitsPerPackageItem;manufacturedItemQuantity;manufacturedItemQuantityVolumeUnit;packSize;packsizeVolumeUnit;pack_display_value;pack_multiplier;pack_amount;ampp_component_equivalents;packSizeLocal;urlSpcLanguage1;urlSpcLanguage2;packSizeUnit;PackageItemTypeLocalCode;PackageItemTypeLocalLabel;numberOfContainers;unitsPerContainer;manufacturedDoseForm;manufacturedDoseFormLabel;manufacturedDoseFormSpor;ManufacturedDoseFormLocalLabel;manufacturedDoseFormLocalCode;manufacturedItemUnitOfPresentation;manufacturedItemUnitOfPresentationLabel;manufacturedUnitOfPresentationSpor;manufacturedItemUnitOfPresentationProposedLabel;manufacturedItemUnitOfPresentationProposedCode;manufacturedItemUnitOfPresentationLocalLabel;manufacturedItemUnitOfPresentationLocalCode;manufacturedItemQuantityLocalVolumeUnit;medicinalProductPrimaryKey;mpIdLabel;mpId;medicnalProductLocalName;MedicinalProductLocalID;actualTherapeuticMoiety;fullName;atcCodes;atcCodeLabel;atcCodeSpor;authorizedPharmaceuticalDoseForm;authorizedPharmaceuticalDoseFormLabel;authorizedPharmaceuticalDoseFormSpor;marketingAuthorizationHolder;marketingAuthorizationHolderLabel;marketingAuthorizationHolderCity;marketingAuthorizationHolderCountry;marketingAuthorizationNumber;marketingAuthorizationHolderLocalLabel;marketingAuthorizationHolderLocalCode;country;PhPIDlabel;PhPID;pharmaceuticalProductPrimaryKey;PhpidLevel4Gidwig;administrableDoseForm;administrableDoseFormLabel;administrableDoseFormSpor;Form_BCFI;virtual_form_bcfi;administrableDoseFormProposedCode;administrabledoseformProposedLabel;administrableDoseFormLocalCode;administrableDoseformLocalLabel;pharmaceuticalProductUnitOfPresentation;pharmaceuticalProductUnitOfPresentationLabel;pharmaceuticalProductUnitOfPresentationSpor;pharmaceuticalProductUnitOfPresentationProposedCode;pharmaceuticalProductUnitOfPresentationProposedLabel;routesOfAdministration;routesOfAdministrationLabel;routesOfAdministrationSpor;route_of_administration_fagg;virtual_route_of_administration_bcfi;routesOfAdministrationProposedCode;routesOfAdministrationlProposedLabel;routesOfAdministrationLocalCode;routesOfAdministrationLocalLabel;substancePrimaryKey;ingredientRole;substanceCode;substanceName;referenceSubstance;moietyCode;moietyLabel;substances;strengths;moietyModifierLocal;moietyLocal;ModifierLocal;referenceStrengthConcentrationNumeratorValue;referenceStrengthConcentrationNumeratorLabel;referenceStrengthConcentrationNumeratorUnit;referenceStrengthConcentrationDenominatorValue;referenceStrengthConcentrationDenominatorLabel;referenceStrengthConcentrationDenominatorUnit;strength_substances;strength_substances_strengths;virtual_substances;virtual_strength_numerator;virtual_strength_denominator;referenceStrengthPresentationNumeratorValue;referenceStrengthPresentationNumeratorLabel;referenceStrengthPresentationNumeratorUnit;referenceStrengthPresentationDenominatorValue;referenceStrengthPresentationDenominatorLabel;referenceStrengthPresentationDenominatorUnit;strengthPhpidNumeratorValue;strengthPhpidNumeratorLabel;strengthPhpidNumeratorUnit;strengthPhpidDenominatorValue;strengthPhpidDenominatorLabel;strengthPhpidDenominatorUnit;;;StrengthLocalString;strengthNumeratorValue;strenghtNumeratorLabel;strenghtNumeratorUnit;strengthDenominatorValue;strengthDenominatorLabel;strengthDenominatorUnit;strengthConcentrationNumeratorValue;strengthConcentrationNumeratorLabel;strengthConcentrationNumeratorUnit;strengthConcentrationDenominatorValue;strengthConcentrationDenominatorLabel;strengthConcentrationDenominatorUnit;strengthPresentationNumeratorValue;strengthPresentationNumeratorLabel;strengthPresentationNumeratorUnit;strengthPresentationDenominatorValue;strengthPresentationDenominatorUnitLabel;strengthPresentationDenominatorUnit;dddPerPack;dddValue;dddUnit;atcRoa;vmpGroupISIid;vmpGroupIsLabel;VmpGroupID;VmpGroupLabel;grouperOfSubstanceID;grouperOfSubstanceLabel;PhpidL1ID;PhpidL1Label;vtmID;VtmLabel;intermediateDoseFormCode;intermediateDoseFormLabel;IsiDoseFormCode;IsiDoseFormLabel;;;;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1Phpid;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1PhpidLabel;grouperOfProductsWithTheSameMoietyVtm;grouperOfProductsWithTheSameMoietyVtmlabel;BdfAdfEdqm;BdfAdfLabel;AmeEdqm;AmeLabel;IsiEdqm;IsiLabel;RcEdqm;RcLabel;;ADF_BDF;TRA;ISI;RC;;Pattern;System
43529015;IBUPROFENE*30 cpr riv 600 mg;;;;;;;;ITA ibuprofen TEVA ITALIA Srl film-coated tablet 30 x 600mg/;ITA ibuprofen TEVA ITALIA Srl film-coated tablet 30 x 600mg/;;;;;30;;30;;;;;;;;;;;;;;10221000;Film-coated tablet;;;;15054000;tablet;;;;;;;114;ITA ibuprofen TEVA ITALIA Srl film-coated tablet 600mg/;ITA ibuprofen TEVA ITALIA Srl film-coated tablet 600mg/;;;IBUPROFENE TEVA;IBUPROFENE TEVA film-coated tablet 600mg/;M01AE01;Ibuprofen;;10221000;Film-coated tablet;;;TEVA ITALIA Srl;;;;;;ITA;ibuprofen film-coated tablet 600mg/;;ibuprofen film-coated tablet 600mg/;;10221000;film-coated tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090365;PAI;100000090365;ibuprofen;;100000090365;ibuprofen;;;;IBUPROFENE;;;;;;;;;;;;;600;mg;;;;;600;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ibuprofen oral 600mg/;;;;;;;;;;;;oral;ibuprofen oral 600mg/;;;;;;;;;;;;;;;;;;;;;;
26916142;SPIDIFEN*orale grat 30 bust 600 mg aroma cola limone;;;;;;;;ITA ibuprofen arginine ZAMBON ITALIA Srl granules for oral solution 30 x 600mg/;ITA ibuprofen arginine ZAMBON ITALIA Srl granules for oral solution 30 x 600mg/;;;;;30;;30;;;;;;;;;;;;;;10112000;Granules for oral solution;;;;15045000;Sachet;;;;;;;115;ITA ibuprofen arginine ZAMBON ITALIA Srl granules for oral solution 600mg/;ITA ibuprofen arginine ZAMBON ITALIA Srl granules for oral solution 600mg/;;;SPIDIFEN;SPIDIFEN granules for oral solution 600mg/;M01AE01;Ibuprofen;;10112000;Granules for oral solution;;;ZAMBON ITALIA Srl;;;;;;ITA;ibuprofen arginine granules for oral solution 600mg/;;ibuprofen arginine granules for oral solution 600mg/;;10112000;granules for oral solution;;;;;;;;15045000;Sachet;;;;20053000;Oral use;100000073619;;;;;;;100000092228;PAI;100000092228;ibuprofen arginine;;100000090365;ibuprofen;;;;IBUPROFENE SALE DI ARGININA;;;;;;;;;;;;;600;mg;;;;;600;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ibuprofen oral 600mg/;;;;;;;;;;;;oral;ibuprofen oral 600mg/;;;;;;;;;;;;;;;;;;;;;;
26916130;SPIDIFEN*orale grat 30 bust 600 mg aroma albicocca;;;;;;;;ITA ibuprofen arginine ZAMBON ITALIA Srl granules for oral solution 30 x 600mg/;ITA ibuprofen arginine ZAMBON ITALIA Srl granules for oral solution 30 x 600mg/;;;;;30;;30;;;;;;;;;;;;;;10112000;Granules for oral solution;;;;15045000;Sachet;;;;;;;116;ITA ibuprofen arginine ZAMBON ITALIA Srl granules for oral solution 600mg/;ITA ibuprofen arginine ZAMBON ITALIA Srl granules for oral solution 600mg/;;;SPIDIFEN;SPIDIFEN granules for oral solution 600mg/;M01AE01;Ibuprofen;;10112000;Granules for oral solution;;;ZAMBON ITALIA Srl;;;;;;ITA;ibuprofen arginine granules for oral solution 600mg/;;ibuprofen arginine granules for oral solution 600mg/;;10112000;granules for oral solution;;;;;;;;15045000;Sachet;;;;20053000;Oral use;100000073619;;;;;;;100000092228;PAI;100000092228;ibuprofen arginine;;100000090365;ibuprofen;;;;IBUPROFENE SALE DI ARGININA;;;;;;;;;;;;;600;mg;;;;;600;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ibuprofen oral 600mg/;;;;;;;;;;;;oral;ibuprofen oral 600mg/;;;;;;;;;;;;;;;;;;;;;;
22593115;BRUFEN*20 cpr riv 800 mg rilascio prolungato;;;;;;;;ITA ibuprofen MYLAN ITALIA Srl prolonged-release tablet 20 x 800mg/;ITA ibuprofen MYLAN ITALIA Srl prolonged-release tablet 20 x 800mg/;;;;;20;;20;;;;;;;;;;;;;;10226000;Prolonged-release tablet;;;;15054000;tablet;;;;;;;117;ITA ibuprofen MYLAN ITALIA Srl prolonged-release tablet 800mg/;ITA ibuprofen MYLAN ITALIA Srl prolonged-release tablet 800mg/;;;BRUFEN;BRUFEN prolonged-release tablet 800mg/;M01AE01;Ibuprofen;;10226000;Prolonged-release tablet;;;MYLAN ITALIA Srl;;;;;;ITA;ibuprofen prolonged-release tablet 800mg/;;ibuprofen prolonged-release tablet 800mg/;;10226000;prolonged-release tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090365;PAI;100000090365;ibuprofen;;100000090365;ibuprofen;;;;IBUPROFENE;;;;;;;;;;;;;800;mg;;;;;800;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ibuprofen oral 800mg/;;;;;;;;;;;;oral;ibuprofen oral 800mg/;;;;;;;;;;;;;;;;;;;;;;
24635106;ARFEN*6 fiale IM 3 ml 400 mg;;;;;;;;ITA ibuprofen lysine S.F. GROUP Srl Solution for injection 6 x 400mg/;ITA ibuprofen lysine S.F. GROUP Srl Solution for injection 6 x 400mg/;;;;;6;;6;;;;;;;;;;;;;;11201000;Solution for injection;;;;15060000;Vial;;;;;;;118;ITA ibuprofen lysine S.F. GROUP Srl Solution for injection 400mg/;ITA ibuprofen lysine S.F. GROUP Srl Solution for injection 400mg/;;;ARFEN;ARFEN Solution for injection 400mg/;M01AE01;Ibuprofen;;11201000;Solution for injection;;;S.F. GROUP Srl;;;;;;ITA;ibuprofen lysine Solution for injection 400mg/;;ibuprofen lysine Solution for injection 400mg/;;11201000;Solution for injection;;;;;;;;15060000;Vial;;;;20045000;Intravenous use;100000073611;;;;;;;100000090111;PAI;100000090111;ibuprofen lysine;;100000090365;ibuprofen;;;100000090111;IBUPROFENE SALE DI LISINA;;;;;;;;;;;;;400;mg;;;;;400;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ibuprofen injection 400mg/;;;;;;;;;;;;injection;ibuprofen injection 400mg/;;;;;;;;;;;;;;;;;;;;;;
24635029;ARFEN*30 cpr 500 mg;;;;;;;;ITA ibuprofen lysine S.F. GROUP Srl film-coated tablet 30 x 500mg/;ITA ibuprofen lysine S.F. GROUP Srl film-coated tablet 30 x 500mg/;;;;;30;;30;;;;;;;;;;;;;;10221000;Film-coated tablet;;;;15054000;tablet;;;;;;;119;ITA ibuprofen lysine S.F. GROUP Srl film-coated tablet 500mg/;ITA ibuprofen lysine S.F. GROUP Srl film-coated tablet 500mg/;;;AREN;AREN film-coated tablet 500mg/;M01AE01;Ibuprofen;;10221000;Film-coated tablet;;;S.F. GROUP Srl;;;;;;ITA;ibuprofen lysine film-coated tablet 500mg/;;ibuprofen lysine film-coated tablet 500mg/;;10221000;film-coated tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000090111;PAI;100000090111;ibuprofen lysine;;100000090365;ibuprofen;;;100000090111;IBUPROFENE SALE DI LISINA;;;;;;;;;;;;;500;mg;;;;;500;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ibuprofen oral 500mg/;;;;;;;;;;;;oral;ibuprofen oral 500mg/;;;;;;;;;;;;;;;;;;;;;;
37398029;SIMVASTATINA*10 cpr riv 20 mg;;;;;;;;ITA simvastatin MYLAN SpA film-coated tablet 10 x 20mg/;ITA simvastatin MYLAN SpA film-coated tablet 10 x 20mg/;;;;;10;;10;;;;;;;;;;;;;;10221000;Film-coated tablet;;;;15054000;tablet;;;;;;;120;ITA simvastatin MYLAN SpA film-coated tablet 20mg/;ITA simvastatin MYLAN SpA film-coated tablet 20mg/;;;SIMVASTATINA MYLAN GENERICS;SIMVASTATINA MYLAN GENERICS film-coated tablet 20mg/;C10AA01;Simvastatin;;10221000;Film-coated tablet;;;MYLAN SpA;;;;;;ITA;simvastatin film-coated tablet 20mg/;;simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000091786;PAI;100000091786;simvastatin;;100000091786;simvastatin;;;;;;;;;;;;;;;;;20;mg;;;;;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;simvastatin oral 20mg/;;;;;;;;;;;;oral;simvastatin oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
37412121;SIMVASTATINA*10 cpr riv 20 mg;;;;;;;;ITA simvastatin EG SpA film-coated tablet 10 x 20mg/;ITA simvastatin EG SpA film-coated tablet 10 x 20mg/;;;;;10;;10;;;;;;;;;;;;;;10221000;Film-coated tablet;;;;15054000;tablet;;;;;;;121;ITA simvastatin EG SpA film-coated tablet 20mg/;ITA simvastatin EG SpA film-coated tablet 20mg/;;;SIMVASTATINA EG;SIMVASTATINA EG film-coated tablet 20mg/;C10AA01;Simvastatin;;10221000;Film-coated tablet;;;EG SpA;;;;;;ITA;simvastatin film-coated tablet 20mg/;;simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000091786;PAI;100000091786;simvastatin;;100000091786;simvastatin;;;;;;;;;;;;;;;;;20;mg;;;;;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;simvastatin oral 20mg/;;;;;;;;;;;;oral;simvastatin oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
43280027;SIMVASTATINA*10 cpr riv 20 mg;;;;;;;;ITA simvastatin DOC GENERICI Srl coated tablet 10 x 20mg/;ITA simvastatin DOC GENERICI Srl coated tablet 10 x 20mg/;;;;;10;;10;;;;;;;;;;;;;;10220000;Coated tablet;;;;15054000;tablet;;;;;;;122;ITA simvastatin DOC GENERICI Srl coated tablet 20mg/;ITA simvastatin DOC GENERICI Srl coated tablet 20mg/;;;SIMVASTATINA DOC;SIMVASTATINA DOC coated tablet 20mg/;C10AA01;Simvastatin;;10220000;Coated tablet;;;DOC GENERICI Srl;;;;;;ITA;simvastatin coated tablet 20mg/;;simvastatin coated tablet 20mg/;;10220000;coated tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000091786;PAI;100000091786;simvastatin;;100000091786;simvastatin;;;;;;;;;;;;;;;;;20;mg;;;;;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;simvastatin oral 20mg/;;;;;;;;;;;;oral;simvastatin oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
27228028;LIPONORM*10 cpr riv 20 mg;;;;;;;;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 10 x 20mg/;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 10 x 20mg/;;;;;10;;10;;;;;;;;;;;;;;10221000;Film-coated tablet;;;;15054000;tablet;;;;;;;123;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 20mg/;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 20mg/;;;LIPONORM;LIPONORM film-coated tablet 20mg/;C10AA01;Simvastatin;;10221000;Film-coated tablet;;;NEOPHARMED GENTILI SpA;;;;;;ITA;simvastatin film-coated tablet 20mg/;;simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000091786;PAI;100000091786;simvastatin;;100000091786;simvastatin;;;;;;;;;;;;;;;;;20;mg;;;;;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;simvastatin oral 20mg/;;;;;;;;;;;;oral;simvastatin oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
27216023;ZOCOR*10 cpr riv 20 mg;;;;;;;;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 10 x 20mg/;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 10 x 20mg/;;;;;10;;10;;;;;;;;;;;;;;10221000;Film-coated tablet;;;;15054000;tablet;;;;;;;124;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 20mg/;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 20mg/;;;ZOCOR;ZOCOR film-coated tablet 20mg/;C10AA01;Simvastatin;;10221000;Film-coated tablet;;;NEOPHARMED GENTILI SpA;;;;;;ITA;simvastatin film-coated tablet 20mg/;;simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000091786;PAI;100000091786;simvastatin;;100000091786;simvastatin;;;;;;;;;;;;;;;;;20;mg;;;;;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;simvastatin oral 20mg/;;;;;;;;;;;;oral;simvastatin oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
27208026;SIVASTIN*10 cpr riv 20 mg;;;;;;;;ITA simvastatin ALFASIGMA SpA film-coated tablet 10 x 20mg/;ITA simvastatin ALFASIGMA SpA film-coated tablet 10 x 20mg/;;;;;10;;10;;;;;;;;;;;;;;10221000;Film-coated tablet;;;;15054000;tablet;;;;;;;125;ITA simvastatin ALFASIGMA SpA film-coated tablet 20mg/;ITA simvastatin ALFASIGMA SpA film-coated tablet 20mg/;;;SIVASTIN;SIVASTIN film-coated tablet 20mg/;C10AA01;Simvastatin;;10221000;Film-coated tablet;;;ALFASIGMA SpA;;;;;;ITA;simvastatin film-coated tablet 20mg/;;simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000091786;PAI;100000091786;simvastatin;;100000091786;simvastatin;;;;;;;;;;;;;;;;;20;mg;;;;;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;simvastatin oral 20mg/;;;;;;;;;;;;oral;simvastatin oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
28370029;MEDIPO*10 cpr riv 20 mg;;;;;;;;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 10 x 20mg/;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 10 x 20mg/;;;;;10;;10;;;;;;;;;;;;;;10221000;Film-coated tablet;;;;15054000;tablet;;;;;;;126;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 20mg/;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 20mg/;;;MEDIPO;MEDIPO film-coated tablet 20mg/;C10AA01;Simvastatin;;10221000;Film-coated tablet;;;NEOPHARMED GENTILI SpA;;;;;;ITA;simvastatin film-coated tablet 20mg/;;simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000091786;PAI;100000091786;simvastatin;;100000091786;simvastatin;;;;;;;;;;;;;;;;;20;mg;;;;;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;simvastatin oral 20mg/;;;;;;;;;;;;oral;simvastatin oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
37398082;SIMVASTATINA*10 cpr riv 40 mg;;;;;;;;ITA simvastatin MYLAN SpA film-coated tablet 10 x 40mg/;ITA simvastatin MYLAN SpA film-coated tablet 10 x 40mg/;;;;;10;;10;;;;;;;;;;;;;;10221000;Film-coated tablet;;;;15054000;tablet;;;;;;;127;ITA simvastatin MYLAN SpA film-coated tablet 40mg/;ITA simvastatin MYLAN SpA film-coated tablet 40mg/;;;SIMVASTATINA MYLAN GENERICS;SIMVASTATINA MYLAN GENERICS film-coated tablet 40mg/;C10AA01;Simvastatin;;10221000;Film-coated tablet;;;MYLAN SpA;;;;;;ITA;simvastatin film-coated tablet 40mg/;;simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000091786;PAI;100000091786;simvastatin;;100000091786;simvastatin;;;;;;;;;;;;;;;;;40;mg;;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;simvastatin oral 40mg/;;;;;;;;;;;;oral;simvastatin oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
43280041;SIMVASTATINA*10 cpr riv 40 mg;;;;;;;;ITA simvastatin DOC GENERICI Srl coated tablet 10 x 40mg/;ITA simvastatin DOC GENERICI Srl coated tablet 10 x 40mg/;;;;;10;;10;;;;;;;;;;;;;;10220000;Coated tablet;;;;15054000;tablet;;;;;;;128;ITA simvastatin DOC GENERICI Srl coated tablet 40mg/;ITA simvastatin DOC GENERICI Srl coated tablet 40mg/;;;SIMVASTATINA DOC;SIMVASTATINA DOC coated tablet 40mg/;C10AA01;Simvastatin;;10220000;Coated tablet;;;DOC GENERICI Srl;;;;;;ITA;simvastatin coated tablet 40mg/;;simvastatin coated tablet 40mg/;;10220000;coated tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000091786;PAI;100000091786;simvastatin;;100000091786;simvastatin;;;;;;;;;;;;;;;;;40;mg;;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;simvastatin oral 40mg/;;;;;;;;;;;;oral;simvastatin oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
27228030;LIPONORM*10 cpr riv 40 mg;;;;;;;;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 10 x 40mg/;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 10 x 40mg/;;;;;10;;10;;;;;;;;;;;;;;10221000;Film-coated tablet;;;;15054000;tablet;;;;;;;129;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 40mg/;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 40mg/;;;LIPONORM;LIPONORM film-coated tablet 40mg/;C10AA01;Simvastatin;;10221000;Film-coated tablet;;;NEOPHARMED GENTILI SpA;;;;;;ITA;simvastatin film-coated tablet 40mg/;;simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000091786;PAI;100000091786;simvastatin;;100000091786;simvastatin;;;;;;;;;;;;;;;;;40;mg;;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;simvastatin oral 40mg/;;;;;;;;;;;;oral;simvastatin oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
28370043;MEDIPO*10 cpr riv 40 mg;;;;;;;;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 10 x 40mg/;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 10 x 40mg/;;;;;10;;10;;;;;;;;;;;;;;10221000;Film-coated tablet;;;;15054000;tablet;;;;;;;130;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 40mg/;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 40mg/;;;MEDIPO;MEDIPO film-coated tablet 40mg/;C10AA01;Simvastatin;;10221000;Film-coated tablet;;;NEOPHARMED GENTILI SpA;;;;;;ITA;simvastatin film-coated tablet 40mg/;;simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000091786;PAI;100000091786;simvastatin;;100000091786;simvastatin;;;;;;;;;;;;;;;;;40;mg;;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;simvastatin oral 40mg/;;;;;;;;;;;;oral;simvastatin oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
27216035;ZOCOR*10 cpr riv 40 mg;;;;;;;;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 10 x 40mg/;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 10 x 40mg/;;;;;10;;10;;;;;;;;;;;;;;10221000;Film-coated tablet;;;;15054000;tablet;;;;;;;131;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 40mg/;ITA simvastatin NEOPHARMED GENTILI SpA film-coated tablet 40mg/;;;ZOCOR;ZOCOR film-coated tablet 40mg/;C10AA01;Simvastatin;;10221000;Film-coated tablet;;;NEOPHARMED GENTILI SpA;;;;;;ITA;simvastatin film-coated tablet 40mg/;;simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000091786;PAI;100000091786;simvastatin;;100000091786;simvastatin;;;;;;;;;;;;;;;;;40;mg;;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;simvastatin oral 40mg/;;;;;;;;;;;;oral;simvastatin oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
27208040;SIVASTIN*10 cpr riv 40 mg;;;;;;;;ITA simvastatin ALFASIGMA SpA film-coated tablet 10 x 40mg/;ITA simvastatin ALFASIGMA SpA film-coated tablet 10 x 40mg/;;;;;10;;10;;;;;;;;;;;;;;10221000;Film-coated tablet;;;;15054000;tablet;;;;;;;132;ITA simvastatin ALFASIGMA SpA film-coated tablet 40mg/;ITA simvastatin ALFASIGMA SpA film-coated tablet 40mg/;;;SIVASTIN;SIVASTIN film-coated tablet 40mg/;C10AA01;Simvastatin;;10221000;Film-coated tablet;;;ALFASIGMA SpA;;;;;;ITA;simvastatin film-coated tablet 40mg/;;simvastatin film-coated tablet 40mg/;;10221000;film-coated tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000091786;PAI;100000091786;simvastatin;;100000091786;simvastatin;;;;;;;;;;;;;;;;;40;mg;;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;simvastatin oral 40mg/;;;;;;;;;;;;oral;simvastatin oral 40mg/;;;;;;;;;;;;;;;;;;;;;;
37359027;ALPHEUS*28 cpr riv 20 mg;;;;;;;;ITA simvastatin S.F. GROUP Srl film-coated tablet 28 x 20mg/;ITA simvastatin S.F. GROUP Srl film-coated tablet 28 x 20mg/;;;;;28;;28;;;;;;;;;;;;;;10221000;Film-coated tablet;;;;15054000;tablet;;;;;;;133;ITA simvastatin S.F. GROUP Srl film-coated tablet 20mg/;ITA simvastatin S.F. GROUP Srl film-coated tablet 20mg/;;;ALPHEUS;ALPHEUS film-coated tablet 20mg/;C10AA01;Simvastatin;;10221000;Film-coated tablet;;;S.F. GROUP Srl;;;;;;ITA;simvastatin film-coated tablet 20mg/;;simvastatin film-coated tablet 20mg/;;10221000;film-coated tablet;;;;;;;;15054000;tablet;;;;20053000;Oral use;100000073619;;;;;;;100000091786;PAI;100000091786;simvastatin;;100000091786;simvastatin;;;;;;;;;;;;;;;;;20;mg;;;;;20;mg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;simvastatin oral 20mg/;;;;;;;;;;;;oral;simvastatin oral 20mg/;;;;;;;;;;;;;;;;;;;;;;
